"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"DEAD","BLUE WHALE","EASTERN NORTH PACIFIC",2010,8,25,"VESSEL STRIKE","SANTA BARBARA","CA","DEAD","MULTIPLE FRAGMENTS OF VERTEBRAE AND RIBS IN ABDOMINAL CAVITY","DEAD","NA",1,"N","Y"
"DEAD","BLUE WHALE","EASTERN NORTH PACIFIC",2010,10,2,"VESSEL STRIKE","SAN MATEO","CA","DEAD","BROKEN BONES AND HEMORRHAGE CONSISTENT WITH VESSEL STRIKE","DEAD","NA",1,"N","Y"
"DECLINE","BLUE WHALE","EASTERN NORTH PACIFIC",2015,9,4,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","LOS ANGELES","CA","SI (PRORATE)","VERTICAL IMAGERY INDICATES THAT GEAR ORIGINATES FROM MOUTH OR RIGHT PECTORAL AND RUNS ALONG BODY, POSSIBLY TWO LINES, ONE OVER THE FLUKES AND ANOTHER UNDER THE FLUKES THEN APPROX 40 FT BEHIND WHALE, THEN WRAPS/TWISTS TOGETHER AND GOES BACK 400+ FEET; CDFW CONCURS IS CONSISTENT WITH DEEP SET TRAP, POSSIBLY HAGFISH, SABLEFISH, OR SPOT PRAWN. CONFIGURATION OF GEAR UNKNOWN. WHALE REPORTED AS SWIMMING AND DIVING, BUT NOT ENOUGH TO SUBMERGE BODY. WHALE APPEARS SLIGHTLY THIN, IMPLYING A DECLINE IN HEALTH STATUS DUE TO THE TRAILING GEAR.  SERIOUS INJURY PRORATION VALUE IS ASSIGNED AS = 1 FOR THIS REASON.","SI (PRORATE)","L10",1,"Y","Y"
"DECLINE","BLUE WHALE","EASTERN NORTH PACIFIC",2016,6,26,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","SAN DIEGO","CA","SI","TRAILING 2 RED BULLET BUOYS WITH PURPLE T6 CDFW DUNGENESS CRAB BUOY TAG; LINE WRAPPED THROUGH MOUTH OR AROUND PECTORAL FIN. GEAR WAS ORIGINALLY SET OFF SAN LUIS OBISPO IN 40 - 70 FATHOMS OF WATER. WHALE SEEN NEXT DAY, LOGGING AT SURFACE, WHICH IS ABNORMAL BEHAVIOR FOR A BLUE WHALE. UNSUCCESSFUL ATTEMPT AT DISENTANGLING WHALE. FULL CONFIGURATION OF GEAR UNKNOWN. THIS IS A SERIOUS INJURY BECAUSE OF THE NOTED HEALTH DECLINE OF THE WHALE.","SI","L10",1,"Y","Y"
"DECLINE","BLUE WHALE","EASTERN NORTH PACIFIC",2016,7,14,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","LOS ANGELES","CA","SI","TRAILING BUOYS AND LINE. MULTIPLE RESIGHTS AS FAR NORTH AS SANTA CRUZ COUNTY. SEEN ACTIVELY FEEDING WITH OTHER BLUE WHALES THROUGH EARLY OCTOBER. FINAL SIGHTING WAS IN OCTOBER OFF OF LOS ANGELES. WHALE BODY CONDITION WAS DESCRIBED AS 'EMACIATED' IN AUGUST AND 'FAIR' IN OCTOBER. LINE WRAPPED AROUND BODY, 2 YELLOW BUOYS WITH BLUE TIPS, TRAILING 30 FEET BEHIND WHALE, SPACED 1 FM APART, PURPLE CDFW DUNGENESS CRAB BUOY TAG VISIBLE, VIDEO SHOWS ALGAE AND BARNACLE GROWTH ON ROPE AND BUOYS, COMPRESSION OF BUOYS. UNCERTAINTY OVER WHETHER LINE EXTENDS THROUGH MOUTH OR JUST OVER PECTORAL FLIPPERS. HEALTH DECLINE AND TWO CRISS-CROSSED CONSTRICTING MULTIPLE WRAPS OF LINE POSTERIOR OF DORSAL AROUND BODY WARRANTS SERIOUS INJURY.","SI","L2",1,"Y","Y"
"UNKNOWN","BLUE WHALE","EASTERN NORTH PACIFIC",2016,8,15,"UNIDENTIFIED FISHERY INTERACTION","SAN FRANCISCO","CA","SI (PRORATE)","REPORT OF AN ENTANGLED WHALE NEAR THE FARALLON ISLANDS. AMOUNT OF GEAR AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"UNKNOWN","BLUE WHALE","EASTERN NORTH PACIFIC",2016,8,28,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","TWO BLACK OR GREEN BUOYS WITH ABUNDANT MARINE GROWTH TRAILING BEHIND WHALE ABOUT 20-30 FEET. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"DEAD","BLUE WHALE","EASTERN NORTH PACIFIC",2016,10,26,"VESSEL STRIKE","SAN MATEO","CA","DEAD","MODERATELY DECOMPOSED 65-FOOT LONG BLUE WHALE NECROPSIED. FINDINGS OF BLUNT FORCE TRAUMA. SOME UNCERTAINTY WHETHER OR NOT VESSEL STRIKE WAS POST-MORTEM.","DEAD","NA",1,"N","N"
"DEAD","BLUE WHALE","EASTERN NORTH PACIFIC",2017,5,25,"VESSEL STRIKE","MARIN","CA","DEAD","NECROPSY. BLUNT FORCE TRAUMA DUE TO A BOAT STRIKE. LEFT SIDE OF BODY WAS DAMAGED. FINDINGS INCLUDED 10 BROKEN RIBS AND 10 FRACTURED VERTEBRAE NEAR THE TAIL AND MID-BODY.","DEAD","NA",1,"N","Y"
"UNKNOWN","BLUE WHALE","EASTERN NORTH PACIFIC",2017,6,10,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","SAN FRANCISCO","CA","SI (PRORATE)","TWO BUOYS ON RIGHT SIDE OF BODY, WITH LINE POSSIBLY EXTENDING TO MOUTH.  ONE BUOY HAD A RED/ORANGE TAG, THIS IS A CA DUNGENESS CRAB ENTANGLEMENT. ONE LARGER YELLOW BUOY WITH BLACK LONGITUDINAL STRIPE TRAILING OFF RIGHT SIDE, MID BODY, POSSIBLE MOUTH ENTANGLEMENT. ANIMAL LUNGING AT SURFACE, OBSERVERS REPORT IT MIGHT HAVE SELF-RELEASED, BUT BUOYS WERE NOT SEEN AGAIN. UNCERTAINTY REGARDING CONTINUED PRESENCE OF GEAR ON ANIMAL AND UNKNOWN CONFIGURATION WARRANTS PRORATED SERIOUS INJURY.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","BLUE WHALE","EASTERN NORTH PACIFIC",2017,8,19,"UNIDENTIFIED FISHERY INTERACTION","SAN DIEGO","CA","SI (PRORATE)","BLUE LINE DRAPED OVER BACK OF WHALE DIAGONALLY, FROM ANTERIOR TO DORSAL FIN, TOWARDS MIDBODY. PHOTOS SHOW THAT PRIVATE VESSEL RETRIEVED, VIA CUTTING,  A LONG LENTGH OF BLUE LINE AND 2 LARGE BUMPER BUOYS. UNCLEAR IF GEAR REMAINS ON ANIMAL. GOOD BODY CONDITION. UNKNOWN GEAR CONFIGURATION AND AMOUNT.","SI (PRORATE)","L10",0.75,"N","Y"
"UNKNOWN","BLUE WHALE","EASTERN NORTH PACIFIC",2017,9,23,"UNIDENTIFIED FISHERY INTERACTION","SAN FRANCISCO","CA","SI (PRORATE)","BLUE WHALE TRAILING A SINGLE BUOY APPROXIMATELY 1.5 BODY LENGTHS BEHIND TAIL. ANIMAL WAS ACTIVELY SWIMMING. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"DEAD","BLUE WHALE","EASTERN NORTH PACIFIC",2018,6,16,"VESSEL STRIKE","SAN FRANCISCO","CA","DEAD","NECROPSY: LARGE AREAS OF MUSCLE HEMORRHAGE ON THE LEFT AND RIGHT DORSO-LATERAL SIDES. HEMORRHAGED TISSUE OBSERVED CAUDAL TO THE GAPE ON THE LEFT SIDE. EXTENSIVE NECROTIC TISSUE WAS NOTED CAUDAL TO THE SKULL AT THE CERVICAL VERTEBRAE. BONE BRUISING WAS OBSERVED ON ALL OF THE RIBS THAT WERE VISUALIZED ON THE LEFT SIDE AND ON THE LEFT MANDIBLE. THERE WAS EXTENSIVE FREE-FLOWING BLOOD OBSERVED WHEN THE RIGHT THORAX WAS OPENED UP. THE FIRST THREE (3) LUMBAR VERTEBRAE WERE SURROUNDED BY NECROTIC TISSUE AND WERE SHATTERED INTO MANY PIECES, INCLUDING FRACTURED LATERAL PROCESSES, FRACTURED CENTRUMS, AND A FRACTURED EPIPHYSEAL PLATE. ALL OTHER VERTEBRAE THAT WERE VISUALIZED WERE INTACT. FINDINGS CONSISTENT WITH VESSEL STRIKE AS CAUSE OF DEATH.","DEAD","NA",1,"N","Y"
"UNKNOWN","BLUE WHALE","EASTERN NORTH PACIFIC",2018,7,16,"UNIDENTIFIED FISHERY INTERACTION","SONOMA","CA","SI (PRORATE)","WHALE TRAILING 2 YELLOW BUOYS APPROXIMATELY 40 FT. BEHIND ANIMAL. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"DEAD","BLUE WHALE","EASTERN NORTH PACIFIC",2018,9,10,"VESSEL STRIKE","VENTURA","CA","DEAD","ADVANCED DECOMPOSITION.  ADULT MISSING A SUBSTANTIAL PORTION OF ITS LENGTH WITH THE MISSING FLUKE; LOCATED AN AREA THAT LOOKS TO BE A LARGE HEMATOMA JUST ADJACENT TO THE RIGHT PECTORAL FIN. THAT AREA WAS ON THE WATER SIDE OF THE ANIMAL SO WE WEREN'T ABLE TO SPEND TIME THERE. THE TERMINAL END OF THE PEDUNCLE LOOKED AS THOUGH THE FLUKES WERE SEVERED BY A LARGE PROPELLER, AS IT WAS A CLEAN SLICE, AND THERE WAS A ""V"" FLAP THAT WOULD BE CONSISTENT WITH A SPINNING PROPELLER.","DEAD","NA",1,"N","Y"
"DEAD","BLUE WHALE","EASTERN NORTH PACIFIC",2019,6,2,"VESSEL STRIKE","LOS ANGELES","CA","DEAD","WHALE CAME IN ON THE BOW OF A CRUISE SHIP ENTERING LONG BEACH. VESSEL HAD LEFT MEXICO THE PREVIOUS NIGHT. LARGE AREA OF TRAUMA SURROUNDING A CREASE ON THE WHALES BACK JUST IN FRONT OF DORSAL FIN. CREASE WAS ALSO SURROUNDED BY BLUE PAINT. CREASE AND BLUE PAINT ARE LIKELY FROM ANIMAL BEING PINNED TO THE BOW OF THE SHIP. THERE IS HEMORRHAGING OBSERVED ON THE OPPOSITE SIDE OF THE BODY FROM WHERE THE CREASE WAS, IT IS BELIEVED THAT THE VESSEL COLLISION WAS ANTE-MORTEM. RIGHT PECTORAL FLIPPER BROKEN AT INSERTION AND JAWS WERE SEPARATED, BOTH OF THESE ARE BELIEVED TO BE POST-MORTEM.","DEAD","NA",1,"N","Y"
"UNKNOWN","BLUE WHALE","EASTERN NORTH PACIFIC",2020,9,3,"UNIDENTIFIED FISHERY INTERACTION","SANTA BARBARA","CA","NSI","BLUE WHALE WITH HEALING LINEAR SCAR POSTERIOR TO DORSAL FIN THAT APPEARS TO HAVE BEEN CAUSED BY LARGE DIAMETER ROPE OR OTHER ENTANGLING MATERIAL. THERE ARE ALSO RAW ABRASIONS THE LENGTH OF THE CAUDAL PEDUNCLE AND ON THE ANTERIOR MARGIN OF THE DORSAL FIN, INDICATING THAT ENTANGLING MATERIAL SHIFTED TOWARDS THE BACK OF THE WHALE AT SOME POINT. ANOTHER, LARGER DIAMETER INDENTATION IS VISIBLE MID-BODY FROM UAV FOOTAGE, PRESUMABLY FROM THE SAME ENTANGLEMENT. WHALE WAS FREE-SWIMMING WITH NO GEAR ATTACHED, IN APPARENT GOOD HEALTH, DESPITE EVIDENCE OF A PREVIOUS CONSTRICTING ENTANGLEMENT. ASSIGNED NON-SERIOUS INJURY AS THE WHALE IS GEAR FREE AND IN APPARENT GOOD HEALTH. .","NSI","L2",0,"N","N"
"UNKNOWN","BOTTLENOSE DOLPHIN","CALIFORNIA COASTAL",2008,2,17,"CA LOBSTER TRAP / POT  ENTANGLEMENT","SAN DIEGO","CA","SI","FREE-SWIMMING ANIMAL ENTANGLED IN LOBSTER TRAP LINE; LINE WRAPPED AROUND BEAK 3X, THROUGH MOUTH AND AROUND PECTORAL FIN. ANIMAL SWAM AWAY AFTER BEING DISENTANGLED BY LIFEGUARDS. ASSIGNED AS SERIOUS INJURY DUE TO IT BEING A SOCIAL ANIMAL SEPARATED FROM ITS GROUP AND NATURE OF ENTANGLEMENT (ANIMAL IMMOBILIZED FOR UNKNOWN TIME PERIOD, POSSIBLE CAPTURE MYOPATHY COMPLICATIONS).  ASSUMED TO BE A CALIFORNIA COASTAL STOCK ANIMAL BASED ON INSHORE LOCATION.","SI","S14, S7B",1,"Y","Y"
"UNKNOWN","BOTTLENOSE DOLPHIN","CALIFORNIA - OREGON - WASHINGTON OFFSHORE",2009,11,10,"LIMITED ENTRY FIXED GEAR HOOK AND LINE","OFFSHORE","WA","SI","OBSERVER REPORTED BUOY LINE WRAPPED AROUND ANIMAL'S CAUDAL PEDUNCLE AND FLUKES. VESSEL CAPTAIN CUT LINE OFF DOLPHIN AND IT SWAM AWAY BUT OBSERVER NOTED THAT LINE RESULTED IN CUTS ON CAUDAL PEDUNCLE.","SI","S7B, S14",1,"Y","Y"
"DEAD","BOTTLENOSE DOLPHIN","CALIFORNIA - OREGON - WASHINGTON OFFSHORE",2010,11,13,"CA SWORDFISH DRIFT GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"DEAD","BOTTLENOSE DOLPHIN","CALIFORNIA COASTAL",2010,12,19,"MARINE DEBRIS","SAN DIEGO","CA","DEAD","ADVANCED STATE OF DECOMPOSITION. DEEP, WIDE LACERATIONS THAT WERE EVENLY SPACED ALONG PEDUNCLE IN COMBINATION WITH WIDE IMPRESSION ON PECTORAL IS SUGGESTIVE OF ENTANGLEMENT IN THICK LINE/ROPE. IDENTIFIED AS COASTAL STOCK ANIMAL VIA GENETICS.","DEAD","NA",1,"N","Y"
"DEAD","BOTTLENOSE DOLPHIN","CALIFORNIA COASTAL",2012,2,22,"MARINE DEBRIS","SAN DIEGO","CA","DEAD","DOLPHIN WAS FOUND FLOATING UNDER U.S. NAVY MARINE MAMMAL PROGRAM'S DOLPHIN PEN DOCK, OUTSIDE OF THEIR DOLPHIN ENCLOSURES. IT IS THOUGHT THAT THE ANIMAL MAY HAVE BECOME ENTRAPPED, EITHER INITIALLY ENTANGLED OR COULD NOT FIND ITS WAY OUT OF NET CURTAIN. IDENTIFIED AS COASTAL STOCK ANIMAL VIA GENETICS.","DEAD","NA",1,"N","Y"
"DEAD","BOTTLENOSE DOLPHIN","CALIFORNIA COASTAL",2012,10,16,"SCIENTIFIC RESEARCH","SAN LUIS OBISPO","CA","DEAD","ANIMAL CAUGHT IN SEA OTTER RESEARCH NET.","DEAD","NA",1,"N","Y"
"DEAD","BOTTLENOSE DOLPHIN","CALIFORNIA COASTAL",2013,2,25,"UNIDENTIFIED NET FISHERY","SAN DIEGO","CA","DEAD","CLEAR MULTIFILAMENT ROPE IMPRESSIONS ON THE ROSTRUM, MELON, AXILLA AND BODY. ANIMAL IDENTIFIED AS COASTAL STOCK VIA GENETICS.","DEAD","NA",1,"Y","Y"
"DEAD","BOTTLENOSE DOLPHIN","CALIFORNIA - OREGON - WASHINGTON OFFSHORE",2014,1,3,"CA SWORDFISH DRIFT GILLNET FISHERY","SAN DIEGO","CA","DEAD","ENTANGLEMENT DEATH SELF-REPORTED BY VESSEL CAPTAIN.  ASSUMED TO BE OFFSHORE CA/OR/WA STOCK BASED ON TYPICAL FISHING LOCATIONS FOR THIS FISHERY.","DEAD","NA",1,"Y","Y"
"DEAD","BRYDE'S WHALE","EASTERN TROPICAL PACIFIC",2010,11,25,"VESSEL STRIKE","MASON","WA","SI","SIGHTED INJURED AND NOT SURFACING NORMALLY IN NOV. EXTERNAL EVIDENCE OF PROPELLER MARKS. WASHED UP DEAD IN DECEMBER. NECROPSY DETERMINED TO BE ONE OR MORE VESSEL STRIKES.","DEAD","NA",1,"N","Y"
"UNKNOWN","CALIFORNIA SEA LION","U.S.",2007,1,1,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","FISH HOOK WITH LINE ATTACHED IN MOUTH; MORTALITY (ANIMAL DIED IN REHAB, CAUSE OF DEATH IDENTIFIED AS LEPTOSPOROSIS, BUT FISH HOOK MAY HAVE ALSO BEEN A CONTRIBUTING FACTOR).","DEAD","NA",1,"N","Y"
"UNKNOWN","CALIFORNIA SEA LION","U.S.",2007,1,2,"HOOK AND LINE FISHERY","SAN DIEGO","CA","NSI","FISH HOOK IN LEFT REAR FLIPPER; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED AND RELEASED).","NSI","P5C",0,"N","N"
"DEAD","CALIFORNIA SEA LION","U.S.",2007,1,2,"SHOOTING","PIERCE","WA","DEAD","BULLET COLLECTED FROM CARCASS","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2007,1,9,"SHOOTING","THURSTON","WA","DEAD","NECROPSY PERFORMED","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2007,1,17,"POWER PLANT ENTRAINMENT","SAN DIEGO","CA","DEAD","CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2007,1,19,"SHOOTING","PIERCE","WA","DEAD","NECROPSY PERFORMED","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2007,1,20,"CA SWORDFISH DRIFT GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"UNKNOWN","CALIFORNIA SEA LION","U.S.",2007,1,20,"GILLNET FISHERY","SAN LUIS OBISPO","CA","SI","GREEN MONOFILAMENT NETTING WRAPPED AROUND NECK, CUTTING INTO BOTH SIDES OF MOUTH; NON-FATAL INJURY. ANIMAL TAKEN INTO REHAB, TREATED AND RELEASED.","NSI","P7B",0,"Y","N"
"UNKNOWN","CALIFORNIA SEA LION","U.S.",2007,2,2,"MARINE DEBRIS","MONTEREY","CA","SI","BLACK RUBBER BAND CUTTING INTO NECK, EXPOSED SKIN. ANIMAL DISENTANGLED AND RELEASED ON SITE.","NSI","P7B",0,"N","N"
"DEAD","CALIFORNIA SEA LION","U.S.",2007,2,3,"POWER PLANT ENTRAINMENT","SAN DIEGO","CA","DEAD","CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2007,2,8,"POWER PLANT ENTRAINMENT","LOS ANGELES","CA","DEAD","CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL","DEAD","NA",1,"N","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,2,22,"SHOOTING","SAN DIEGO","CA","SI","GUNSHOT WOUND TO BACK; MORTALITY (ANIMAL DIED IN REHAB)","DEAD","NA",1,"N","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,2,26,"GILLNET FISHERY","LOS ANGELES","CA","SI","GILLNET FRAGMENT AROUND NECK, CUTTING INTO SKIN AND SUBCUTANEOUS TISSUE ON RIGHT SIDE; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED AND RELEASED)","NSI","P7B",0,"Y","N"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,6,"MARINE DEBRIS","TILLAMOOK","OR","SI","PACKING BAND OR LINE AROUND NECK","SI","P8A",1,"N","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,6,"MARINE DEBRIS","TILLAMOOK","OR","SI","PACKING BAND OR LINE AROUND NECK","SI","P8A",1,"N","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,7,"MARINE DEBRIS","TILLAMOOK","OR","SI","THIN LINE AROUND NECK","SI","P8A",1,"N","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"NA","CALIFORNIA SEA LION","U.S.",2007,3,10,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
